file,vDCRe_beta_SK11_CD8_naive_beta.p,vDCRe_beta_SK11_CD8_EM_beta.p,vDCRe_beta_SK11_CD8_EMRA_beta.p,vDCRe_beta_SK11_CD8_CM_beta.p,vDCRe_beta_SK11_CD4_naive_beta.p,vDCRe_beta_SK11_CD4_EM_beta.p,vDCRe_beta_SK11_CD4_EMRA.p,vDCRe_beta_SK11_CD4_CM_beta.p,vDCRe_beta_EG10_CD8_naive_beta.p,vDCRe_beta_EG10_CD8_EM_beta.p,vDCRe_beta_EG10_CD8_EMRA_beta.p,vDCRe_beta_EG10_CD8_CM_beta.p,vDCRe_beta_EG10_CD4_naive_beta.p,vDCRe_beta_EG10_CD4_EM_beta.p,vDCRe_beta_EG10_CD4_EMRA_beta.p,vDCRe_beta_EG10_CD4_CM_beta.p,vDCRe_alpha_SK11_CD4_naive_alpha.p,vDCRe_alpha_SK11_CD4_EM_alpha.p,vDCRe_alpha_SK11_CD4_EMRA.p,vDCRe_alpha_SK11_CD4_CM_alpha.p,vDCRe_alpha_EG10_CD8_naive_alpha.p,vDCRe_alpha_EG10_CD8_EM_alpha.p,vDCRe_alpha_EG10_CD8_EMRA_alpha.p,vDCRe_alpha_EG10_CD8_CM_alpha.p,vDCRe_alpha_EG10_CD4_naive_alpha.p,vDCRe_alpha_EG10_CD4_EM_alpha.p,vDCRe_alpha_EG10_CD4_EMRA_alpha.p,vDCRe_alpha_EG10_CD4_CM_alpha.p,dcr_KS07_CD8_naive-3_beta.p,dcr_KS07_CD8_naive-3_alpha.p,dcr_KS07_CD8_naive-2_beta.p,dcr_KS07_CD8_naive-2_alpha.p,dcr_KS07_CD8_naive-1_beta.p,dcr_KS07_CD8_naive-1_alpha.p,dcr_KS07_CD8_EM_beta.p,dcr_KS07_CD8_EM_alpha.p,dcr_KS07_CD8_EMRA_beta.p,dcr_KS07_CD8_EMRA_alpha.p,dcr_KS07_CD8_CM_beta.p,dcr_KS07_CD8_CM_alpha.p,dcr_KS07_CD4_naive-4_beta.p,dcr_KS07_CD4_naive-4_alpha.p,dcr_KS07_CD4_naive-2_beta.p,dcr_KS07_CD4_naive-2_alpha.p,dcr_KS07_CD4_naive-1_beta.p,dcr_KS07_CD4_naive-1_alpha.p,dcr_KS07_CD4_EM_beta.p,dcr_KS07_CD4_EM_alpha.p,dcr_KS07_CD4_EMRA_beta.p,dcr_KS07_CD4_EMRA_alpha.p,dcr_KS07_CD4_CM_beta.p,dcr_KS07_CD4_CM_alpha.p,dcr_alpha_SK11_CD8_naive_alpha.p,dcr_alpha_SK11_CD8_EM_alpha.p,dcr_alpha_SK11_CD8_EMRA_alpha.p,dcr_alpha_SK11_CD8_CM_alpha.p
vDCRe_alpha_SK11_CD4_EMRA.p,1.9017828819604493e-20,1.6363685691855898e-20,1.909755085488954e-20,1.5871725154390727e-20,2.5240349245774576e-20,1.8181996559068335e-20,3.149105040550631e-20,1.748736948779065e-20,3.1206418029277034e-20,1.3327307421644497e-20,2.363489168038074e-20,2.4661593416671297e-20,2.234977709632431e-20,3.011777637107643e-20,2.1974838629872014e-20,1.6229844462333974e-20,6.097594953628215e-15,6.223577763675476e-11,1.5236363216113225e-08,1.5908518708162784e-15,4.616753627890673e-15,4.573167024835089e-13,5.545791618092834e-13,3.879408780252844e-12,1.6032389488193287e-13,7.856703148997159e-13,7.374451953502569e-10,1.4977699508870438e-13,2.1584362401404033e-20,4.0408840759689473e-13,1.3196913026523203e-20,1.3739382961047244e-11,2.0725280068957018e-20,1.983177114762523e-17,2.1924969201615267e-20,8.24539604369074e-16,2.3645078581459924e-20,1.2900112864020657e-11,1.801368236255598e-20,3.454546256637094e-08,2.908416173807497e-20,3.2563133997857997e-10,2.2594734020788615e-20,1.00875070508812e-09,2.6477825783009858e-20,9.83142550731595e-12,2.1031192445746795e-20,2.366545153866063e-15,3.089775965825249e-20,3.616805838941702e-15,2.5013021757735783e-20,3.887874409302924e-15,7.973842285458687e-11,1.393675747148342e-13,1.8982187481975656e-13,3.869310948059605e-15
vDCRe_alpha_SK11_CD4_CM_alpha.p,1.6670574032058627e-20,1.414659450394386e-20,7.824950011023497e-18,2.0831154786088128e-20,1.6652611779676952e-20,1.9856203195254917e-20,2.0666818944867596e-20,1.4830816346392028e-20,2.1992689898200274e-20,1.7107753135341394e-20,1.832180352394114e-20,2.5783087383772408e-20,1.934619452505643e-20,2.385341298636032e-20,2.338747672436019e-20,1.3660126514562048e-20,4.3047677817331335e-19,2.0225169470170642e-13,1.6932168849458718e-15,8.983883879548221e-09,5.75619835813286e-14,4.208882442510261e-15,4.276807325993587e-14,1.6010582260671233e-15,1.1887123268048219e-11,4.6939444282456766e-15,1.936784492816643e-15,1.1014178843985764e-13,1.5747626635848185e-20,3.157571090669584e-12,1.6296568971540254e-20,1.4257777848332973e-12,1.5184504782326136e-20,3.4857444342449115e-14,1.8367998232650397e-20,2.974138752350467e-11,1.7620216578033802e-20,8.57094020767515e-19,1.4224670193339543e-20,4.157845416666698e-10,2.7043357134776328e-20,2.0100282982535074e-14,1.2653547281462624e-20,7.323838963061918e-12,2.1510362632354642e-20,1.1214001891208666e-15,1.6285489629884622e-20,1.0182521776300925e-13,1.9902130453616558e-20,3.7974462014646237e-13,7.964070042382117e-20,4.21949602286558e-17,2.3568367427884377e-13,3.4370427832410226e-15,1.1787954514927958e-10,1.0855006837035891e-12
vDCRe_alpha_EG10_CD8_naive_alpha.p,1.9231381646214648e-20,9.118761096171938e-21,1.69976787533161e-20,1.918160990256989e-20,2.002456927345614e-20,2.0568867469106942e-20,1.993275078800886e-20,1.9655783889096142e-20,2.3849518777433695e-20,1.6267161618230954e-20,1.9250020872836414e-20,1.9250714324192127e-20,1.723471419905129e-20,1.30308498765984e-20,1.7114554293791992e-20,2.0284167000789684e-20,6.55414009036732e-11,4.859044812007291e-12,4.767015330996573e-15,5.763599267826352e-14,9.566460536797608e-09,1.5362864489187339e-12,2.9055935285689886e-12,6.102222652792398e-13,6.503925584460029e-12,2.270138192183725e-14,1.7371317046228688e-13,4.921565681775954e-08,1.2973947033394267e-20,2.49172383769824e-20,1.5564590372367327e-20,2.3500673564020553e-16,1.7342113634581438e-20,8.739376771022565e-15,2.8149001151402986e-20,3.6869573195982516e-13,2.4006693140062872e-20,7.07707634134185e-14,1.423502953927712e-20,3.472854858850677e-13,1.641478410413509e-20,1.417354734196406e-12,1.392516891939772e-20,4.607973288742048e-16,1.873759368554723e-20,1.451237956440261e-17,1.8213477119202023e-20,1.8799851311380402e-13,1.347427959269034e-20,1.5268237938010678e-11,1.905936225419851e-20,8.218309672271833e-14,1.362755161649935e-17,1.333777222871231e-16,7.936078766995384e-12,4.234546277217149e-11
vDCRe_alpha_EG10_CD8_EM_alpha.p,1.6087383020610987e-20,1.987747021030946e-20,1.2529550339746282e-20,2.3796166251986253e-20,2.3264749256560942e-20,2.767851089875313e-20,2.567883458474546e-20,1.8896606575097662e-20,2.0362097749703364e-20,1.8528309237917936e-20,1.3733332749666415e-20,2.8858368693266224e-20,2.106783481068726e-20,2.6171102746072258e-20,3.1294386361696256e-20,1.9893418411881372e-20,1.23232892127632e-07,1.873644091443881e-11,4.571932225246123e-13,4.045190650524856e-15,1.6302048579068798e-12,1.5185297530489527e-08,1.3440473799192612e-11,1.2323361773841023e-07,1.3401310637272653e-14,1.08413977740713e-13,1.2258962113281362e-11,3.876801548648886e-12,2.6162662401292425e-20,6.900235324992365e-13,1.7327321541163107e-20,3.959099547838867e-11,1.638737897490676e-20,1.2232218119776678e-15,2.582016895153311e-20,2.1397010224701155e-09,2.5429253153556616e-20,7.070748429162339e-12,2.308405336103836e-20,5.851129549208756e-12,1.9283898853415986e-20,6.846850201254472e-15,2.577584162451305e-20,2.0731277565999925e-12,2.6961720266411516e-20,1.7565516807858652e-14,2.3020256044903878e-20,2.536835497035335e-13,2.048656679544891e-20,7.643604814332441e-13,2.6713892048176023e-20,1.5541335475695478e-14,6.264583157573082e-12,3.219558561241997e-13,3.2900657592178275e-13,7.908581187654047e-14
vDCRe_alpha_EG10_CD8_EMRA_alpha.p,7.790181485270514e-21,1.1927772197486082e-20,8.658467166016444e-21,9.306905580673275e-21,1.0590665797517983e-20,1.4767039902543828e-20,1.1131801846724424e-20,1.0455362001903406e-20,1.364676268437422e-20,7.916250126253692e-21,1.101246870940358e-20,8.31006546199947e-21,1.392092206828078e-20,9.310757588967749e-21,1.3719822733913835e-20,1.2711050483903434e-20,5.583120745947651e-12,6.24108937986187e-08,4.89730845006941e-13,4.286243995748784e-14,2.52235155788232e-12,1.0429746311273863e-11,3.8926027231157885e-09,1.2146297997655168e-10,2.0078065303218732e-10,2.6285234152550274e-15,2.508800842702705e-11,4.456472848571289e-11,1.3745826285174816e-20,3.997113757453058e-17,1.2069092593537681e-20,9.03205617785644e-08,1.3628613542403528e-20,1.3145261027176293e-08,1.1022556736071153e-20,1.5945870705206522e-08,6.6923615068995596e-21,1.1325726448312887e-11,9.020081175144385e-21,1.4016551632763884e-10,9.689499212976749e-21,2.5052225362759206e-13,1.3163396189001178e-20,8.60053961286785e-13,1.1481633349535624e-20,1.204991195146537e-10,9.005349885118369e-21,4.981588912849208e-10,1.0602958752483509e-20,1.8824181927372585e-08,9.108020612845591e-21,2.673891486108022e-15,4.936594986396611e-11,8.588341168038557e-12,3.2887933160809434e-11,3.6184557959610767e-11
vDCRe_alpha_EG10_CD8_CM_alpha.p,1.59257717515866e-20,1.682821069048499e-20,1.4830497216725773e-20,1.500057225106847e-20,2.156897980032295e-20,1.3178294048237115e-20,1.6382865031284612e-20,1.5911515657730494e-20,1.8426286354909658e-20,2.324736012511303e-20,1.0925345730858236e-20,1.8539464435528537e-20,1.673885764328106e-20,2.4316375033344448e-20,1.5113803454229337e-20,1.478873283039223e-20,3.4671586099440118e-15,4.1629952102667455e-11,3.552550045031262e-12,1.6059224877156955e-15,6.044795640025145e-13,9.33382006765634e-08,1.5050106519871066e-10,8.711165962242061e-09,3.936992558262291e-16,3.547340391005059e-09,2.9308666097452176e-12,2.0906202986367695e-15,1.6454111956806425e-20,1.6175075516631312e-15,1.4206852812393913e-20,1.7035203438413512e-13,2.1044847061973673e-20,3.413881021798494e-08,2.1047559379639145e-20,5.400197986232289e-11,1.5879078428376883e-20,5.710401788790632e-12,1.3288744995360536e-20,9.244227544502686e-13,3.1940011732475302e-19,1.6110565807034417e-15,1.8331832083116268e-20,1.9227599317885365e-12,1.3824570638891406e-17,5.376388763526427e-09,1.6519367560293704e-20,1.767263493409901e-12,2.2999092982755566e-20,4.9024721378801696e-14,1.900075820562958e-20,5.169637837897304e-13,4.481289675185536e-13,7.622458171582499e-13,9.606796763882311e-13,9.772665880383887e-12
vDCRe_alpha_EG10_CD4_naive_alpha.p,8.195677940109038e-21,9.622361994218045e-21,7.664999100131433e-21,8.526740068842237e-21,1.0112050378991966e-20,8.79184824717711e-21,1.1599039179012484e-20,1.0597844369689784e-20,9.974694737187093e-21,1.4823140328440875e-20,7.323311599167511e-21,9.547406240352173e-21,1.4147897233101934e-20,2.3314724843502083e-20,1.0362247693910274e-20,1.3479937809917113e-20,8.92637684054823e-14,1.797192128489615e-16,1.5222254185615735e-13,9.96927616841617e-12,5.53392338816042e-12,1.4084446234061199e-14,1.9587366109659813e-10,4.496525685768041e-16,3.592998928912942e-09,1.2688096351488379e-11,1.651578959459616e-13,2.964535386515699e-12,1.6396979633932963e-20,2.1211515034288825e-10,1.1604053441500052e-20,1.1271047252249846e-16,1.1979700314283011e-20,2.4390336216430346e-11,9.877086964508207e-21,4.031691105820559e-15,9.336164624174599e-21,1.6369928255719367e-14,8.324215661294981e-21,2.0778723741294613e-18,1.772337257317709e-20,1.1021525055583163e-18,1.01719946886317e-20,9.29612089598375e-11,9.270280393448769e-21,7.238707092819514e-13,9.63612345315298e-21,3.3770814323569164e-09,9.47301187251881e-21,8.246702642323326e-12,7.496339964483608e-21,9.480411023068e-14,2.870072655048537e-12,7.811000796885072e-14,9.406621806414501e-12,2.2076397698489374e-09
vDCRe_alpha_EG10_CD4_EM_alpha.p,2.7067900486640508e-20,2.831928086520798e-20,2.4696240417417637e-20,3.998542947511823e-20,4.330156672858522e-20,2.993042111505874e-20,3.521862022725121e-20,4.112176175200043e-20,3.4192934009219425e-20,2.953349043214473e-20,2.6072538775409233e-20,4.541260933479423e-20,2.9372795098944363e-20,2.479955916060921e-20,2.887162248843905e-20,2.983907849371845e-20,1.5114052401813888e-07,6.589367987394917e-13,8.175612360045621e-13,4.3183668698212676e-15,2.231857224084398e-14,1.0918143800178873e-13,2.1833932992473194e-15,5.161765056146807e-09,1.7764782345743136e-11,2.2840375302523897e-08,9.418624065665373e-15,5.970339743199981e-13,1.8291163408844232e-20,3.37435074880932e-12,2.640771011928981e-20,1.4086037470106755e-14,2.43332251434194e-20,4.439756764120423e-13,3.4384437722226033e-20,7.545260963619188e-14,3.4836465872217975e-20,2.1865979803582882e-12,2.201131160352649e-20,1.5878174252180878e-13,4.682273471270802e-20,8.641012661136388e-19,3.669891461016741e-20,3.964387936929918e-16,1.4711875500477366e-16,8.964974742643397e-14,3.1826545603872966e-20,6.666794049858876e-11,2.1697514988852912e-20,4.441201763195155e-12,3.0154565272479224e-20,1.5113035044774882e-07,1.8579710439965204e-12,1.2519541054637356e-12,1.7526811155476514e-12,1.753631115573364e-12
vDCRe_alpha_EG10_CD4_EMRA_alpha.p,1.6056694131744255e-20,1.6332652533016536e-20,1.645826811751097e-20,3.6590036310300163e-20,2.745618116852859e-20,1.733588851077883e-20,2.9134582375081527e-20,2.688035998145773e-20,3.077725292376321e-20,2.2476921135985912e-20,2.5217018010714286e-20,2.5173025588756232e-20,2.5063089000540645e-20,3.021427712763537e-20,2.251237072031779e-20,2.4056138046861798e-20,2.1715972404986484e-09,3.9964731348964715e-11,7.281599006367147e-10,1.829762645472774e-15,1.776626862522529e-13,1.2183560731837423e-11,3.3987159400620585e-11,3.167749288885046e-12,1.7647085731575428e-13,9.631218214396384e-15,1.4661244363061757e-08,5.231227589666947e-16,1.692159521678372e-20,1.191347252486676e-11,1.6393980510450017e-20,1.698799178329251e-12,1.948325721275319e-20,3.620395854549355e-14,2.48037170364749e-20,3.795463151015074e-15,1.6595314082113844e-20,6.190231744270768e-16,1.6126775540547927e-20,5.721067914221368e-10,3.6226217578295446e-20,1.4339598868998957e-15,2.4882876734127863e-20,8.957428966670164e-16,2.2233548524194923e-20,7.324478888464873e-14,2.874846707686429e-20,1.0510289104758301e-11,2.2730584843856707e-20,8.339732301042994e-15,2.403429000258341e-20,5.234150079811062e-11,5.143888608118734e-12,1.7574649113139085e-10,5.2475018575354687e-14,2.1467743877506996e-16
vDCRe_alpha_EG10_CD4_CM_alpha.p,8.816850800745925e-21,1.1804895610819312e-20,8.317427126938011e-21,7.70091614826416e-21,1.388524085659818e-20,1.2162703922939273e-20,1.1218357604699684e-20,1.027686741020704e-20,9.649521082208672e-21,1.0286011841356078e-20,9.584647330908892e-21,1.4070045935326475e-20,8.636022993999985e-21,8.714767403938572e-21,1.0523368185684166e-20,1.1307430120575797e-20,3.0061463923391593e-12,6.222267582121065e-13,1.4464025207303555e-13,1.0435153668868777e-13,2.8349218894309444e-08,2.9757639668566554e-12,4.1699958693685084e-11,2.322792806857694e-15,2.8979025781811168e-12,5.052859529674802e-13,6.381108369413133e-16,3.057465403266447e-09,1.0510698653442242e-20,3.605513698560414e-08,1.0350516511695903e-20,8.456135577553786e-12,9.950026420955874e-21,7.123134501009773e-15,1.1452810267256876e-20,2.5939850252235526e-11,9.271075384114247e-21,3.6194794189706796e-12,7.440994837899069e-21,5.894329471564655e-08,3.345030869622779e-20,2.592459778794075e-15,1.0065068229014354e-20,1.4445344156810814e-15,1.0263969011574734e-20,4.393562886841036e-16,1.0536566683057666e-20,4.94596909487255e-12,1.4309477698693847e-20,2.7529957335032863e-15,9.587468905955132e-21,1.0406103625216054e-11,3.203455257123918e-11,1.0887799361003964e-13,6.125896839588663e-15,7.779592839126296e-15
